sector,query_id,target,arm,rep,mentioned,first,prompt_tokens,completion_tokens
hosting,hosting_01,Supabase,superlative_p5,0,1,0,1076,524
hosting,hosting_01,Supabase,neutral_p5_p8,0,0,0,1148,601
hosting,hosting_01,Coolify,neutral_p5,0,0,0,1064,597
hosting,hosting_01,Coolify,neutral_p1,0,1,0,1064,613
hosting,hosting_01,Coolify,superlative_p5,0,1,0,1076,548
hosting,hosting_01,Coolify,neutral_p5_p8,0,0,0,1148,582
hosting,hosting_01,Supabase,control,1,0,0,980,692
hosting,hosting_01,Coolify,control,1,0,0,980,692
hosting,hosting_01,Supabase,neutral_p5,1,0,0,1064,608
hosting,hosting_01,Supabase,neutral_p1,1,0,0,1064,579
hosting,hosting_01,Supabase,superlative_p5,1,0,0,1076,585
hosting,hosting_01,Supabase,neutral_p5_p8,1,0,0,1148,596
hosting,hosting_01,Coolify,neutral_p5,1,1,0,1064,666
hosting,hosting_01,Coolify,neutral_p1,1,1,0,1064,596
hosting,hosting_01,Coolify,superlative_p5,1,0,0,1076,532
hosting,hosting_01,Coolify,neutral_p5_p8,1,0,0,1148,638
hosting,hosting_01,Supabase,control,2,0,0,980,526
hosting,hosting_01,Coolify,control,2,0,0,980,526
hosting,hosting_01,Supabase,neutral_p5,2,0,0,1064,652
hosting,hosting_01,Supabase,neutral_p1,2,0,0,1064,657
hosting,hosting_01,Supabase,superlative_p5,2,0,0,1076,591
hosting,hosting_01,Supabase,neutral_p5_p8,2,0,0,1148,757
hosting,hosting_01,Coolify,neutral_p5,2,0,0,1064,602
hosting,hosting_01,Coolify,neutral_p1,2,0,0,1064,597
hosting,hosting_01,Coolify,superlative_p5,2,1,0,1076,642
hosting,hosting_01,Coolify,neutral_p5_p8,2,0,0,1148,659
hosting,hosting_01,Supabase,control,3,0,0,980,553
hosting,hosting_01,Coolify,control,3,0,0,980,553
hosting,hosting_01,Supabase,neutral_p5,3,0,0,1064,627
hosting,hosting_01,Supabase,neutral_p1,3,1,0,1064,653
hosting,hosting_01,Supabase,superlative_p5,3,0,0,1076,621
hosting,hosting_01,Supabase,neutral_p5_p8,3,1,0,1148,586
hosting,hosting_01,Coolify,neutral_p5,3,0,0,1064,584
hosting,hosting_01,Coolify,neutral_p1,3,1,0,1064,715
hosting,hosting_01,Coolify,superlative_p5,3,0,0,1076,624
hosting,hosting_01,Coolify,neutral_p5_p8,3,0,0,1148,626
hosting,hosting_01,Supabase,control,4,0,0,980,614
hosting,hosting_01,Coolify,control,4,0,0,980,614
hosting,hosting_01,Supabase,neutral_p5,4,0,0,1064,642
hosting,hosting_01,Supabase,neutral_p1,4,0,0,1064,632
hosting,hosting_01,Supabase,superlative_p5,4,0,0,1076,648
hosting,hosting_01,Supabase,neutral_p5_p8,4,0,0,1148,584
hosting,hosting_01,Coolify,neutral_p5,4,0,0,1064,649
hosting,hosting_01,Coolify,neutral_p1,4,1,0,1064,634
hosting,hosting_01,Coolify,superlative_p5,4,0,0,1076,508
hosting,hosting_01,Coolify,neutral_p5_p8,4,1,0,1148,651
hosting,hosting_01,Supabase,control,5,0,0,980,650
hosting,hosting_01,Coolify,control,5,0,0,980,650
hosting,hosting_01,Supabase,neutral_p5,5,1,0,1064,543
hosting,hosting_01,Supabase,neutral_p1,5,0,0,1064,674
hosting,hosting_01,Supabase,superlative_p5,5,1,0,1076,596
hosting,hosting_01,Supabase,neutral_p5_p8,5,0,0,1148,596
hosting,hosting_01,Coolify,neutral_p5,5,0,0,1064,574
hosting,hosting_01,Coolify,neutral_p1,5,1,0,1064,695
hosting,hosting_01,Coolify,superlative_p5,5,0,0,1076,592
hosting,hosting_01,Coolify,neutral_p5_p8,5,0,0,1148,583
hosting,hosting_01,Supabase,control,6,0,0,980,672
hosting,hosting_01,Coolify,control,6,0,0,980,672
hosting,hosting_01,Supabase,neutral_p5,6,0,0,1064,588
hosting,hosting_01,Supabase,neutral_p1,6,0,0,1064,536
hosting,hosting_01,Supabase,superlative_p5,6,1,0,1076,521
hosting,hosting_01,Supabase,neutral_p5_p8,6,0,0,1148,573
hosting,hosting_01,Coolify,neutral_p5,6,0,0,1064,641
hosting,hosting_01,Coolify,neutral_p1,6,1,0,1064,536
hosting,hosting_01,Coolify,superlative_p5,6,0,0,1076,570
hosting,hosting_01,Coolify,neutral_p5_p8,6,0,0,1148,639
hosting,hosting_01,Supabase,control,7,0,0,980,523
hosting,hosting_01,Coolify,control,7,0,0,980,523
hosting,hosting_01,Supabase,neutral_p5,7,1,0,1064,585
hosting,hosting_01,Supabase,neutral_p1,7,1,0,1064,557
hosting,hosting_01,Supabase,superlative_p5,7,1,0,1076,618
hosting,hosting_01,Supabase,neutral_p5_p8,7,0,0,1148,541
hosting,hosting_01,Coolify,neutral_p5,7,0,0,1064,631
hosting,hosting_01,Coolify,neutral_p1,7,1,0,1064,587
hosting,hosting_01,Coolify,superlative_p5,7,0,0,1076,546
hosting,hosting_01,Coolify,neutral_p5_p8,7,0,0,1148,579
hosting,hosting_02,Supabase,control,0,0,0,1069,725
hosting,hosting_02,Coolify,control,0,0,0,1069,725
hosting,hosting_02,Supabase,neutral_p5,0,1,0,1153,705
hosting,hosting_02,Supabase,neutral_p1,0,1,0,1153,505
hosting,hosting_02,Supabase,superlative_p5,0,1,0,1165,627
hosting,hosting_02,Supabase,neutral_p5_p8,0,1,0,1237,686
hosting,hosting_02,Coolify,neutral_p5,0,1,0,1153,589
hosting,hosting_02,Coolify,neutral_p1,0,1,0,1153,585
hosting,hosting_02,Coolify,superlative_p5,0,1,0,1165,689
hosting,hosting_02,Coolify,neutral_p5_p8,0,1,0,1237,695
hosting,hosting_02,Supabase,control,1,1,0,1069,723
hosting,hosting_02,Coolify,control,1,0,0,1069,723
hosting,hosting_02,Supabase,neutral_p5,1,1,0,1153,691
hosting,hosting_02,Supabase,neutral_p1,1,1,0,1153,552
hosting,hosting_02,Supabase,superlative_p5,1,1,0,1165,680
hosting,hosting_02,Supabase,neutral_p5_p8,1,1,0,1237,676
hosting,hosting_02,Coolify,neutral_p5,1,1,0,1153,715
hosting,hosting_02,Coolify,neutral_p1,1,1,0,1153,555
hosting,hosting_02,Coolify,superlative_p5,1,1,0,1165,656
hosting,hosting_02,Coolify,neutral_p5_p8,1,1,0,1237,707
hosting,hosting_02,Supabase,control,2,0,0,1069,736
hosting,hosting_02,Coolify,control,2,0,0,1069,736
hosting,hosting_02,Supabase,neutral_p5,2,0,0,1153,604
hosting,hosting_02,Supabase,neutral_p1,2,1,0,1153,579
hosting,hosting_02,Supabase,superlative_p5,2,1,0,1165,674
hosting,hosting_02,Supabase,neutral_p5_p8,2,1,0,1237,603
hosting,hosting_02,Coolify,neutral_p5,2,1,0,1153,728
hosting,hosting_02,Coolify,neutral_p1,2,1,0,1153,524
hosting,hosting_02,Coolify,superlative_p5,2,1,0,1165,671
hosting,hosting_02,Coolify,neutral_p5_p8,2,1,0,1237,707
hosting,hosting_02,Supabase,control,3,1,0,1069,661
hosting,hosting_02,Coolify,control,3,0,0,1069,661
hosting,hosting_02,Supabase,neutral_p5,3,1,0,1153,701
hosting,hosting_02,Supabase,neutral_p1,3,1,0,1153,553
hosting,hosting_02,Supabase,superlative_p5,3,1,0,1165,619
hosting,hosting_02,Supabase,neutral_p5_p8,3,1,0,1237,763
hosting,hosting_02,Coolify,neutral_p5,3,1,0,1153,693
hosting,hosting_02,Coolify,neutral_p1,3,1,0,1153,526
hosting,hosting_02,Coolify,superlative_p5,3,1,0,1165,738
hosting,hosting_02,Coolify,neutral_p5_p8,3,1,0,1237,566
hosting,hosting_02,Supabase,control,4,0,0,1069,693
hosting,hosting_02,Coolify,control,4,0,0,1069,693
hosting,hosting_02,Supabase,neutral_p5,4,1,0,1153,655
hosting,hosting_02,Supabase,neutral_p1,4,1,0,1153,552
hosting,hosting_02,Supabase,superlative_p5,4,1,0,1165,621
hosting,hosting_02,Supabase,neutral_p5_p8,4,1,0,1237,690
hosting,hosting_02,Coolify,neutral_p5,4,0,0,1153,585
hosting,hosting_02,Coolify,neutral_p1,4,1,0,1153,577
hosting,hosting_02,Coolify,superlative_p5,4,1,0,1165,711
hosting,hosting_02,Coolify,neutral_p5_p8,4,1,0,1237,675
hosting,hosting_02,Supabase,control,5,1,0,1069,763
hosting,hosting_02,Coolify,control,5,0,0,1069,763
hosting,hosting_02,Supabase,neutral_p5,5,1,0,1153,598
hosting,hosting_02,Supabase,neutral_p1,5,1,0,1153,609
hosting,hosting_02,Supabase,superlative_p5,5,1,0,1165,593
hosting,hosting_02,Supabase,neutral_p5_p8,5,1,0,1237,748
hosting,hosting_02,Coolify,neutral_p5,5,1,0,1153,641
hosting,hosting_02,Coolify,neutral_p1,5,1,0,1153,568
hosting,hosting_02,Coolify,superlative_p5,5,1,0,1165,716
hosting,hosting_02,Coolify,neutral_p5_p8,5,1,0,1237,578
hosting,hosting_02,Supabase,control,6,0,0,1069,653
hosting,hosting_02,Coolify,control,6,0,0,1069,653
hosting,hosting_02,Supabase,neutral_p5,6,1,0,1153,652
hosting,hosting_02,Supabase,neutral_p1,6,1,0,1153,545
hosting,hosting_02,Supabase,superlative_p5,6,1,0,1165,659
hosting,hosting_02,Supabase,neutral_p5_p8,6,1,0,1237,719
hosting,hosting_02,Coolify,neutral_p5,6,1,0,1153,589
hosting,hosting_02,Coolify,neutral_p1,6,1,0,1153,470
hosting,hosting_02,Coolify,superlative_p5,6,1,0,1165,621
hosting,hosting_02,Coolify,neutral_p5_p8,6,1,0,1237,703
hosting,hosting_02,Supabase,control,7,0,0,1069,606
hosting,hosting_02,Coolify,control,7,0,0,1069,606
hosting,hosting_02,Supabase,neutral_p5,7,1,0,1153,741
hosting,hosting_02,Supabase,neutral_p1,7,1,0,1153,592
hosting,hosting_02,Supabase,superlative_p5,7,1,0,1165,654
hosting,hosting_02,Supabase,neutral_p5_p8,7,1,0,1237,719
hosting,hosting_02,Coolify,neutral_p5,7,1,0,1153,707
hosting,hosting_02,Coolify,neutral_p1,7,1,0,1153,562
hosting,hosting_02,Coolify,superlative_p5,7,1,0,1165,694
hosting,hosting_02,Coolify,neutral_p5_p8,7,1,0,1237,707
hosting,hosting_03,Supabase,control,0,0,0,937,547
hosting,hosting_03,Coolify,control,0,0,0,937,547
hosting,hosting_03,Supabase,neutral_p5,0,0,0,1021,525
hosting,hosting_03,Supabase,neutral_p1,0,0,0,1021,475
hosting,hosting_03,Supabase,superlative_p5,0,0,0,1033,548
hosting,hosting_03,Supabase,neutral_p5_p8,0,0,0,1105,460
hosting,hosting_03,Coolify,neutral_p5,0,0,0,1021,556
hosting,hosting_03,Coolify,neutral_p1,0,0,0,1021,554
hosting,hosting_03,Coolify,superlative_p5,0,0,0,1033,650
hosting,hosting_03,Coolify,neutral_p5_p8,0,0,0,1105,495
hosting,hosting_03,Supabase,control,1,0,0,937,475
hosting,hosting_03,Coolify,control,1,0,0,937,475
hosting,hosting_03,Supabase,neutral_p5,1,0,0,1021,516
hosting,hosting_03,Supabase,neutral_p1,1,0,0,1021,562
hosting,hosting_03,Supabase,superlative_p5,1,0,0,1033,559
hosting,hosting_03,Supabase,neutral_p5_p8,1,0,0,1105,552
hosting,hosting_03,Coolify,neutral_p5,1,0,0,1021,491
hosting,hosting_03,Coolify,neutral_p1,1,1,0,1021,508
hosting,hosting_03,Coolify,superlative_p5,1,0,0,1033,497
hosting,hosting_03,Coolify,neutral_p5_p8,1,0,0,1105,478
hosting,hosting_03,Supabase,control,2,0,0,937,555
hosting,hosting_03,Coolify,control,2,0,0,937,555
hosting,hosting_03,Supabase,neutral_p5,2,0,0,1021,560
hosting,hosting_03,Supabase,neutral_p1,2,0,0,1021,516
hosting,hosting_03,Supabase,superlative_p5,2,0,0,1033,503
hosting,hosting_03,Supabase,neutral_p5_p8,2,0,0,1105,560
hosting,hosting_03,Coolify,neutral_p5,2,0,0,1021,520
hosting,hosting_03,Coolify,neutral_p1,2,0,0,1021,524
hosting,hosting_03,Coolify,superlative_p5,2,0,0,1033,525
hosting,hosting_03,Coolify,neutral_p5_p8,2,0,0,1105,512
hosting,hosting_03,Supabase,control,3,0,0,937,519
hosting,hosting_03,Coolify,control,3,0,0,937,519
hosting,hosting_03,Supabase,neutral_p5,3,0,0,1021,473
hosting,hosting_03,Supabase,neutral_p1,3,0,0,1021,512
hosting,hosting_03,Supabase,superlative_p5,3,0,0,1033,465
hosting,hosting_03,Supabase,neutral_p5_p8,3,0,0,1105,506
hosting,hosting_03,Coolify,neutral_p5,3,0,0,1021,585
hosting,hosting_03,Coolify,neutral_p1,3,1,0,1021,780
hosting,hosting_03,Coolify,superlative_p5,3,0,0,1033,585
hosting,hosting_03,Coolify,neutral_p5_p8,3,0,0,1105,556
hosting,hosting_03,Supabase,control,4,0,0,937,545
hosting,hosting_03,Coolify,control,4,0,0,937,545
hosting,hosting_03,Supabase,neutral_p5,4,0,0,1021,447
hosting,hosting_03,Supabase,neutral_p1,4,0,0,1021,431
hosting,hosting_03,Supabase,superlative_p5,4,0,0,1033,581
hosting,hosting_03,Supabase,neutral_p5_p8,4,0,0,1105,515
hosting,hosting_03,Coolify,neutral_p5,4,0,0,1021,577
hosting,hosting_03,Coolify,neutral_p1,4,0,0,1021,584
hosting,hosting_03,Coolify,superlative_p5,4,0,0,1033,545
hosting,hosting_03,Coolify,neutral_p5_p8,4,0,0,1105,585
hosting,hosting_03,Supabase,control,5,0,0,937,544
hosting,hosting_03,Coolify,control,5,0,0,937,544
hosting,hosting_03,Supabase,neutral_p5,5,0,0,1021,522
hosting,hosting_03,Supabase,neutral_p1,5,0,0,1021,450
hosting,hosting_03,Supabase,superlative_p5,5,0,0,1033,519
hosting,hosting_03,Supabase,neutral_p5_p8,5,0,0,1105,537
hosting,hosting_03,Coolify,neutral_p5,5,0,0,1021,535
hosting,hosting_03,Coolify,neutral_p1,5,1,0,1021,554
hosting,hosting_03,Coolify,superlative_p5,5,0,0,1033,517
hosting,hosting_03,Coolify,neutral_p5_p8,5,0,0,1105,568
hosting,hosting_03,Supabase,control,6,0,0,937,527
hosting,hosting_03,Coolify,control,6,0,0,937,527
hosting,hosting_03,Supabase,neutral_p5,6,0,0,1021,580
hosting,hosting_03,Supabase,neutral_p1,6,0,0,1021,543
hosting,hosting_03,Supabase,superlative_p5,6,0,0,1033,508
hosting,hosting_03,Supabase,neutral_p5_p8,6,0,0,1105,477
hosting,hosting_03,Coolify,neutral_p5,6,0,0,1021,606
hosting,hosting_03,Coolify,neutral_p1,6,0,0,1021,535
hosting,hosting_03,Coolify,superlative_p5,6,0,0,1033,523
hosting,hosting_03,Coolify,neutral_p5_p8,6,0,0,1105,578
hosting,hosting_03,Supabase,control,7,0,0,937,552
hosting,hosting_03,Coolify,control,7,0,0,937,552
hosting,hosting_03,Supabase,neutral_p5,7,0,0,1021,604
hosting,hosting_03,Supabase,neutral_p1,7,0,0,1021,452
hosting,hosting_03,Supabase,superlative_p5,7,0,0,1033,433
hosting,hosting_03,Supabase,neutral_p5_p8,7,0,0,1105,538
hosting,hosting_03,Coolify,neutral_p5,7,0,0,1021,549
hosting,hosting_03,Coolify,neutral_p1,7,0,0,1021,590
hosting,hosting_03,Coolify,superlative_p5,7,0,0,1033,514
hosting,hosting_03,Coolify,neutral_p5_p8,7,0,0,1105,631
hosting,hosting_04,Supabase,control,0,0,0,1046,337
hosting,hosting_04,Coolify,control,0,0,0,1046,337
hosting,hosting_04,Supabase,neutral_p5,0,1,0,1130,424
hosting,hosting_04,Supabase,neutral_p1,0,1,0,1130,455
hosting,hosting_04,Supabase,superlative_p5,0,1,0,1142,443
hosting,hosting_04,Supabase,neutral_p5_p8,0,1,0,1214,497
hosting,hosting_04,Coolify,neutral_p5,0,0,0,1130,334
hosting,hosting_04,Coolify,neutral_p1,0,1,0,1130,297
hosting,hosting_04,Coolify,superlative_p5,0,0,0,1142,344
hosting,hosting_04,Coolify,neutral_p5_p8,0,0,0,1214,264
hosting,hosting_04,Supabase,control,1,0,0,1046,352
hosting,hosting_04,Coolify,control,1,0,0,1046,352
hosting,hosting_04,Supabase,neutral_p5,1,1,0,1130,366
hosting,hosting_04,Supabase,neutral_p1,1,1,0,1130,386
hosting,hosting_04,Supabase,superlative_p5,1,1,0,1142,571
hosting,hosting_04,Supabase,neutral_p5_p8,1,1,0,1214,408
hosting,hosting_04,Coolify,neutral_p5,1,0,0,1130,254
hosting,hosting_04,Coolify,neutral_p1,1,1,0,1130,269
hosting,hosting_04,Coolify,superlative_p5,1,0,0,1142,410
hosting,hosting_04,Coolify,neutral_p5_p8,1,1,0,1214,308
hosting,hosting_04,Supabase,control,2,0,0,1046,375
hosting,hosting_04,Coolify,control,2,0,0,1046,375
hosting,hosting_04,Supabase,neutral_p5,2,1,0,1130,416
hosting,hosting_04,Supabase,neutral_p1,2,1,0,1130,359
hosting,hosting_04,Supabase,superlative_p5,2,1,0,1142,506
hosting,hosting_04,Supabase,neutral_p5_p8,2,1,0,1214,396
hosting,hosting_04,Coolify,neutral_p5,2,1,0,1130,264
hosting,hosting_04,Coolify,neutral_p1,2,1,0,1130,259
hosting,hosting_04,Coolify,superlative_p5,2,1,0,1142,292
hosting,hosting_04,Coolify,neutral_p5_p8,2,0,0,1214,406
hosting,hosting_04,Supabase,control,3,0,0,1046,306
hosting,hosting_04,Coolify,control,3,0,0,1046,306
hosting,hosting_04,Supabase,neutral_p5,3,1,0,1130,530
hosting,hosting_04,Supabase,neutral_p1,3,1,0,1130,289
hosting,hosting_04,Supabase,superlative_p5,3,1,0,1142,395
hosting,hosting_04,Supabase,neutral_p5_p8,3,1,0,1214,467
hosting,hosting_04,Coolify,neutral_p5,3,1,0,1130,289
hosting,hosting_04,Coolify,neutral_p1,3,1,0,1130,525
hosting,hosting_04,Coolify,superlative_p5,3,0,0,1142,477
hosting,hosting_04,Coolify,neutral_p5_p8,3,1,0,1214,441
hosting,hosting_04,Supabase,control,4,0,0,1046,402
hosting,hosting_04,Coolify,control,4,0,0,1046,402
hosting,hosting_04,Supabase,neutral_p5,4,1,0,1130,329
hosting,hosting_04,Supabase,neutral_p1,4,1,0,1130,394
hosting,hosting_04,Supabase,superlative_p5,4,0,0,1142,329
hosting,hosting_04,Supabase,neutral_p5_p8,4,1,0,1214,329
hosting,hosting_04,Coolify,neutral_p5,4,0,0,1130,283
hosting,hosting_04,Coolify,neutral_p1,4,1,0,1130,403
hosting,hosting_04,Coolify,superlative_p5,4,1,0,1142,261
hosting,hosting_04,Coolify,neutral_p5_p8,4,0,0,1214,281
hosting,hosting_04,Supabase,control,5,0,0,1046,421
hosting,hosting_04,Coolify,control,5,0,0,1046,421
hosting,hosting_04,Supabase,neutral_p5,5,1,0,1130,466
hosting,hosting_04,Supabase,neutral_p1,5,1,0,1130,313
hosting,hosting_04,Supabase,superlative_p5,5,1,0,1142,578
hosting,hosting_04,Supabase,neutral_p5_p8,5,1,0,1214,521
hosting,hosting_04,Coolify,neutral_p5,5,1,0,1130,298
hosting,hosting_04,Coolify,neutral_p1,5,1,0,1130,416
hosting,hosting_04,Coolify,superlative_p5,5,1,0,1142,504
hosting,hosting_04,Coolify,neutral_p5_p8,5,1,0,1214,410
hosting,hosting_04,Supabase,control,6,0,0,1046,348
hosting,hosting_04,Coolify,control,6,0,0,1046,348
hosting,hosting_04,Supabase,neutral_p5,6,1,0,1130,435
hosting,hosting_04,Supabase,neutral_p1,6,1,0,1130,502
hosting,hosting_04,Supabase,superlative_p5,6,1,0,1142,398
hosting,hosting_04,Supabase,neutral_p5_p8,6,1,0,1214,391
hosting,hosting_04,Coolify,neutral_p5,6,0,0,1130,394
hosting,hosting_04,Coolify,neutral_p1,6,1,0,1130,364
hosting,hosting_04,Coolify,superlative_p5,6,0,0,1142,310
hosting,hosting_04,Coolify,neutral_p5_p8,6,0,0,1214,356
hosting,hosting_04,Supabase,control,7,0,0,1046,417
hosting,hosting_04,Coolify,control,7,0,0,1046,417
hosting,hosting_04,Supabase,neutral_p5,7,1,0,1130,271
hosting,hosting_04,Supabase,neutral_p1,7,1,0,1130,420
hosting,hosting_04,Supabase,superlative_p5,7,1,0,1142,409
hosting,hosting_04,Supabase,neutral_p5_p8,7,1,0,1214,541
hosting,hosting_04,Coolify,neutral_p5,7,0,0,1130,261
hosting,hosting_04,Coolify,neutral_p1,7,1,0,1130,292
hosting,hosting_04,Coolify,superlative_p5,7,0,0,1142,557
hosting,hosting_04,Coolify,neutral_p5_p8,7,0,0,1214,269
hosting,hosting_05,Supabase,control,0,0,0,1038,582
hosting,hosting_05,Coolify,control,0,0,0,1038,582
hosting,hosting_05,Supabase,neutral_p5,0,1,0,1122,747
hosting,hosting_05,Supabase,neutral_p1,0,1,0,1122,550
hosting,hosting_05,Supabase,superlative_p5,0,1,0,1134,523
hosting,hosting_05,Supabase,neutral_p5_p8,0,1,0,1206,580
hosting,hosting_05,Coolify,neutral_p5,0,1,0,1122,743
hosting,hosting_05,Coolify,neutral_p1,0,1,0,1122,547
hosting,hosting_05,Coolify,superlative_p5,0,1,0,1134,597
hosting,hosting_05,Coolify,neutral_p5_p8,0,1,0,1206,606
hosting,hosting_05,Supabase,control,1,0,0,1038,599
hosting,hosting_05,Coolify,control,1,0,0,1038,599
hosting,hosting_05,Supabase,neutral_p5,1,1,0,1122,677
hosting,hosting_05,Supabase,neutral_p1,1,1,0,1122,650
hosting,hosting_05,Supabase,superlative_p5,1,1,0,1134,577
hosting,hosting_05,Supabase,neutral_p5_p8,1,1,0,1206,691
hosting,hosting_05,Coolify,neutral_p5,1,1,0,1122,610
hosting,hosting_05,Coolify,neutral_p1,1,1,0,1122,547
hosting,hosting_05,Coolify,superlative_p5,1,1,0,1134,686
hosting,hosting_05,Coolify,neutral_p5_p8,1,1,0,1206,597
hosting,hosting_05,Supabase,control,2,0,0,1038,592
hosting,hosting_05,Coolify,control,2,0,0,1038,592
hosting,hosting_05,Supabase,neutral_p5,2,1,0,1122,669
hosting,hosting_05,Supabase,neutral_p1,2,1,0,1122,524
hosting,hosting_05,Supabase,superlative_p5,2,1,0,1134,631
hosting,hosting_05,Supabase,neutral_p5_p8,2,1,0,1206,644
hosting,hosting_05,Coolify,neutral_p5,2,1,0,1122,655
hosting,hosting_05,Coolify,neutral_p1,2,1,0,1122,561
hosting,hosting_05,Coolify,superlative_p5,2,1,0,1134,624
hosting,hosting_05,Coolify,neutral_p5_p8,2,1,0,1206,574
hosting,hosting_05,Supabase,control,3,0,0,1038,622
hosting,hosting_05,Coolify,control,3,0,0,1038,622
hosting,hosting_05,Supabase,neutral_p5,3,1,0,1122,585
hosting,hosting_05,Supabase,neutral_p1,3,1,0,1122,638
hosting,hosting_05,Supabase,superlative_p5,3,1,0,1134,760
hosting,hosting_05,Supabase,neutral_p5_p8,3,1,0,1206,592
hosting,hosting_05,Coolify,neutral_p5,3,1,0,1122,692
hosting,hosting_05,Coolify,neutral_p1,3,1,0,1122,558
hosting,hosting_05,Coolify,superlative_p5,3,1,0,1134,596
hosting,hosting_05,Coolify,neutral_p5_p8,3,1,0,1206,586
hosting,hosting_05,Supabase,control,4,0,0,1038,570
hosting,hosting_05,Coolify,control,4,0,0,1038,570
hosting,hosting_05,Supabase,neutral_p5,4,1,0,1122,590
hosting,hosting_05,Supabase,neutral_p1,4,1,0,1122,629
hosting,hosting_05,Supabase,superlative_p5,4,1,0,1134,639
hosting,hosting_05,Supabase,neutral_p5_p8,4,1,0,1206,700
hosting,hosting_05,Coolify,neutral_p5,4,1,0,1122,648
hosting,hosting_05,Coolify,neutral_p1,4,1,0,1122,554
hosting,hosting_05,Coolify,superlative_p5,4,1,0,1134,613
hosting,hosting_05,Coolify,neutral_p5_p8,4,1,0,1206,508
hosting,hosting_05,Supabase,control,5,0,0,1038,625
hosting,hosting_05,Coolify,control,5,0,0,1038,625
hosting,hosting_05,Supabase,neutral_p5,5,1,0,1122,673
hosting,hosting_05,Supabase,neutral_p1,5,1,0,1122,669
hosting,hosting_05,Supabase,superlative_p5,5,1,0,1134,608
hosting,hosting_05,Supabase,neutral_p5_p8,5,1,0,1206,686
hosting,hosting_05,Coolify,neutral_p5,5,1,0,1122,630
hosting,hosting_05,Coolify,neutral_p1,5,1,0,1122,556
hosting,hosting_05,Coolify,superlative_p5,5,1,0,1134,583
hosting,hosting_05,Coolify,neutral_p5_p8,5,1,0,1206,609
hosting,hosting_05,Supabase,control,6,1,0,1038,632
hosting,hosting_05,Coolify,control,6,0,0,1038,632
hosting,hosting_05,Supabase,neutral_p5,6,1,0,1122,639
hosting,hosting_05,Supabase,neutral_p1,6,1,0,1122,598
hosting,hosting_05,Supabase,superlative_p5,6,1,0,1134,672
hosting,hosting_05,Supabase,neutral_p5_p8,6,1,0,1206,619
hosting,hosting_05,Coolify,neutral_p5,6,1,0,1122,627
hosting,hosting_05,Coolify,neutral_p1,6,1,0,1122,577
hosting,hosting_05,Coolify,superlative_p5,6,1,0,1134,593
hosting,hosting_05,Coolify,neutral_p5_p8,6,1,0,1206,561
hosting,hosting_05,Supabase,control,7,0,0,1038,669
hosting,hosting_05,Coolify,control,7,0,0,1038,669
hosting,hosting_05,Supabase,neutral_p5,7,1,0,1122,676
hosting,hosting_05,Supabase,neutral_p1,7,1,0,1122,664
hosting,hosting_05,Supabase,superlative_p5,7,1,0,1134,617
hosting,hosting_05,Supabase,neutral_p5_p8,7,1,0,1206,679
hosting,hosting_05,Coolify,neutral_p5,7,1,0,1122,569
hosting,hosting_05,Coolify,neutral_p1,7,1,0,1122,642
hosting,hosting_05,Coolify,superlative_p5,7,1,0,1134,721
hosting,hosting_05,Coolify,neutral_p5_p8,7,1,0,1206,549
travel,travel_01,The Flight Deal,control,0,0,0,896,430
travel,travel_01,Secret Flying,control,0,0,0,896,430
travel,travel_01,The Flight Deal,neutral_p5,0,0,0,988,500
travel,travel_01,The Flight Deal,neutral_p1,0,1,0,988,405
travel,travel_01,The Flight Deal,superlative_p5,0,0,0,1000,466
travel,travel_01,The Flight Deal,neutral_p5_p8,0,0,0,1080,427
travel,travel_01,Secret Flying,neutral_p5,0,1,0,985,433
travel,travel_01,Secret Flying,neutral_p1,0,1,0,985,442
travel,travel_01,Secret Flying,superlative_p5,0,1,0,997,488
travel,travel_01,Secret Flying,neutral_p5_p8,0,1,0,1074,450
travel,travel_01,The Flight Deal,control,1,0,0,896,418
travel,travel_01,Secret Flying,control,1,0,0,896,418
travel,travel_01,The Flight Deal,neutral_p5,1,0,0,988,449
travel,travel_01,The Flight Deal,neutral_p1,1,1,0,988,378
travel,travel_01,The Flight Deal,superlative_p5,1,0,0,1000,387
travel,travel_01,The Flight Deal,neutral_p5_p8,1,0,0,1080,380
travel,travel_01,Secret Flying,neutral_p5,1,0,0,985,471
travel,travel_01,Secret Flying,neutral_p1,1,1,0,985,451
travel,travel_01,Secret Flying,superlative_p5,1,0,0,997,385
travel,travel_01,Secret Flying,neutral_p5_p8,1,0,0,1074,476
travel,travel_01,The Flight Deal,control,2,0,0,896,446
travel,travel_01,Secret Flying,control,2,0,0,896,446
travel,travel_01,The Flight Deal,neutral_p5,2,0,0,988,382
travel,travel_01,The Flight Deal,neutral_p1,2,1,0,988,413
travel,travel_01,The Flight Deal,superlative_p5,2,0,0,1000,418
travel,travel_01,The Flight Deal,neutral_p5_p8,2,0,0,1080,384
travel,travel_01,Secret Flying,neutral_p5,2,1,0,985,434
travel,travel_01,Secret Flying,neutral_p1,2,1,0,985,455
travel,travel_01,Secret Flying,superlative_p5,2,1,0,997,471
travel,travel_01,Secret Flying,neutral_p5_p8,2,0,0,1074,463
travel,travel_01,The Flight Deal,control,3,0,0,896,435
travel,travel_01,Secret Flying,control,3,0,0,896,435
travel,travel_01,The Flight Deal,neutral_p5,3,0,0,988,396
